0,0.024414
0.030303,2.4902
0.060607,2.4902
0.09091,2.4902
0.12121,2.4902
0.15152,2.4902
0.18182,2.478
0.21212,2.4902
0.24243,2.4902
0.27273,2.4902
0.30303,2.4902
0.33334,2.4902
0.36364,2.4902
0.39394,2.4902
0.42425,2.4902
0.45455,2.4902
0.48485,2.478
0.51516,2.4902
0.54546,2.478
0.57576,2.4902
0.60607,2.4902
0.63637,2.4902
0.66667,2.478
0.69698,2.4902
0.72728,2.4902
0.75758,2.4902
0.78789,2.5024
0.81819,2.4902
0.84849,2.4902
0.8788,2.478
0.9091,2.478
0.9394,2.4902
0.96971,2.4902
1,2.4902
1.0303,2.4902
1.0606,2.478
1.0909,2.4902
1.1212,2.5024
1.1515,2.478
1.1818,2.4902
1.2121,2.478
1.2424,2.4902
1.2727,2.4902
1.303,2.4902
1.3333,2.4902
1.3637,2.4902
1.394,2.4902
1.4243,2.4902
1.4546,2.4902
1.4849,2.4902
1.5152,2.4902
1.5455,2.478
1.5758,2.4902
1.6061,2.4902
1.6364,2.4902
1.6667,2.4902
1.697,2.4902
1.7273,2.4902
1.7576,2.4902
1.7879,2.4902
1.8182,2.4902
1.8485,2.4902
1.8788,2.4902
1.9091,2.4902
1.9394,2.4902
1.9697,2.4902
2,2.4902
2.0303,2.4902
2.0606,2.4902
2.0909,2.4902
2.1212,2.5024
2.1515,2.4902
2.1818,2.4902
2.2121,2.4902
2.2424,2.4902
2.2728,2.4902
2.3031,2.4902
2.3334,2.4902
2.3637,2.4902
2.394,2.4902
2.4243,2.4902
2.4546,2.4902
2.4849,2.4902
2.5152,2.4902
2.5455,2.4902
2.5758,2.4902
2.6061,2.4902
2.6364,2.4902
2.6667,2.4902
2.697,2.4902
2.7273,2.4902
2.7576,2.4902
2.7879,2.4902
2.8182,2.4902
2.8485,2.4902
2.8788,2.4902
2.9091,2.4902
2.9394,2.4902
2.9697,2.5024
3,2.4902
3.0303,2.4902
3.0606,2.4902
3.0909,2.4902
3.1212,2.478
3.1515,2.4902
3.1819,2.4902
3.2122,2.4902
3.2425,2.4902
3.2728,2.4902
3.3031,2.5024
3.3334,2.4902
3.3637,2.4902
3.394,2.4902
3.4243,2.4902
3.4546,2.4902
3.4849,2.4902
3.5152,2.4902
3.5455,2.4902
3.5758,2.4902
3.6061,2.4902
3.6364,2.5024
3.6667,2.4902
3.697,2.4902
3.7273,2.4902
3.7576,2.4902
3.7879,2.4902
3.8182,2.4902
3.8485,2.4902
3.8788,2.478
3.9091,2.4902
3.9394,2.4902
3.9697,2.4902
4,2.4902
4.0303,2.4902
4.0607,2.4902
4.091,2.4902
4.1213,2.4902
4.1516,2.4902
4.1819,2.4902
4.2122,2.4902
4.2425,2.478
4.2728,2.4902
4.3031,2.4902
4.3334,2.4902
4.3637,2.4902
4.394,2.4902
4.4243,2.4902
4.4546,2.4902
4.4849,2.478
4.5152,2.4902
4.5455,2.4902
4.5758,2.478
4.6061,2.4902
4.6364,2.478
4.6667,2.4902
4.697,2.478
4.7273,2.4902
4.7576,2.4902
4.7879,2.478
4.8182,2.4902
4.8485,2.4902
4.8788,2.4902
4.9091,2.478
4.9394,2.478
4.9698,2.4902
5.0001,2.4902
5.0304,2.478
5.0607,2.4902
5.091,2.4902
5.1213,2.4902
5.1516,2.4902
5.1819,2.4902
5.2122,2.4902
5.2425,2.4902
5.2728,2.4902
5.3031,2.4902
5.3334,2.4902
5.3637,2.4902
5.394,2.478
5.4243,2.4902
5.4546,2.4902
5.4849,2.5024
5.5152,2.4902
5.5455,2.4902
5.5758,2.4902
5.6061,2.4902
5.6364,2.4902
5.6667,2.4902
5.697,2.4902
5.7273,2.478
5.7576,2.478
5.7879,2.4902
5.8182,2.4902
5.8485,2.4902
5.8789,2.4902
5.9092,2.4902
5.9395,2.478
